file_name,vulnerability,model
gemini_pro-18843.c,0,gemini_pro
llama2-13B-14820.c,0,llama2
gemini_pro-33560.c,1,gemini_pro
falcon2-11B-987.c,0,falcon2
gemini_pro-14286.c,0,gemini_pro
gpt4o_mini-24695.c,0,gpt4o_mini
gpt35-59705.c,0,gpt35
gpt35-77633.c,0,gpt35
gpt35-6324.c,1,gpt35
mistral_7b-7974.c,1,mistral_7b
falcon180b-21503.c,0,falcon180b
gemma7b-36740.c,0,gemma7b
mistral_7b-4032.c,1,mistral_7b
gemini_pro-2042.c,0,gemini_pro
gemini_pro-10327.c,1,gemini_pro
codellama_13b-5211.c,0,codellama_13b
gemma7b-28853.c,1,gemma7b
mistral_7b-7717.c,1,mistral_7b
codellama_13b-10893.c,1,codellama_13b
falcon2-11B-10809.c,0,falcon2
codellama_13b-3482.c,0,codellama_13b
falcon2-11B-3174.c,1,falcon2
falcon2-11B-10915.c,1,falcon2
falcon180b-10231.c,0,falcon180b
codellama_13b-676.c,0,codellama_13b
falcon180b-18521.c,1,falcon180b
falcon2-11B-4882.c,0,falcon2
falcon2-11B-8042.c,1,falcon2
gemma7b-31176.c,1,gemma7b
codellama_13b-2250.c,0,codellama_13b
gemma7b-27829.c,0,gemma7b
gemma7b-45140.c,0,gemma7b
gpt4o_mini-6572.c,1,gpt4o_mini
falcon2-11B-6228.c,1,falcon2
gemma7b-547.c,0,gemma7b
gpt4o_mini-27452.c,1,gpt4o_mini
gpt4o_mini-19444.c,1,gpt4o_mini
gemma7b-24541.c,0,gemma7b
gpt4o_mini-10355.c,0,gpt4o_mini
falcon2-11B-6213.c,1,falcon2
gpt35-7233.c,1,gpt35
gpt35-12000.c,1,gpt35
gemini_pro-26634.c,1,gemini_pro
gemini_pro-5136.c,1,gemini_pro
gpt35-32457.c,1,gpt35
llama2-13B-8923.c,1,llama2
gpt4o_mini-17008.c,1,gpt4o_mini
falcon2-11B-3431.c,1,falcon2
llama2-13B-9336.c,0,llama2
codellama_13b-7312.c,0,codellama_13b
gemini_pro-38731.c,0,gemini_pro
mistral_7b-1454.c,0,mistral_7b
gemma7b-2416.c,0,gemma7b
gemini_pro-11259.c,0,gemini_pro
falcon2-11B-5485.c,0,falcon2
codellama_13b-10403.c,1,codellama_13b
gpt4o_mini-25105.c,1,gpt4o_mini
mistral_7b-728.c,1,mistral_7b
gemma7b-37384.c,0,gemma7b
codellama_13b-2759.c,1,codellama_13b
codellama_13b-4483.c,0,codellama_13b
gemini_pro-5390.c,0,gemini_pro
falcon180b-21004.c,0,falcon180b
falcon2-11B-4149.c,0,falcon2
falcon2-11B-10337.c,0,falcon2
mistral_7b-9969.c,0,mistral_7b
codellama_13b-3012.c,1,codellama_13b
gemma7b-45073.c,1,gemma7b
gemini_pro-12310.c,1,gemini_pro
falcon2-11B-2255.c,1,falcon2
gemini_pro-33058.c,0,gemini_pro
mistral_7b-1986.c,1,mistral_7b
mistral_7b-665.c,0,mistral_7b
gemma7b-31159.c,0,gemma7b
falcon180b-6709.c,0,falcon180b
falcon180b-60627.c,1,falcon180b
falcon2-11B-5047.c,1,falcon2
gemini_pro-28201.c,1,gemini_pro
falcon2-11B-8757.c,0,falcon2
mistral_7b-1867.c,0,mistral_7b
falcon180b-11157.c,1,falcon180b
codellama_13b-466.c,0,codellama_13b
mistral_7b-1538.c,1,mistral_7b
codellama_13b-7263.c,0,codellama_13b
falcon180b-11066.c,0,falcon180b
gpt4o_mini-18041.c,1,gpt4o_mini
llama2-13B-4168.c,0,llama2
mistral_7b-7570.c,1,mistral_7b
gpt35-33320.c,1,gpt35
gpt4o_mini-8916.c,1,gpt4o_mini
gemini_pro-5172.c,1,gemini_pro
gemini_pro-3629.c,1,gemini_pro
gpt4o_mini-11578.c,1,gpt4o_mini
gpt4o_mini-18685.c,0,gpt4o_mini
codellama_13b-2524.c,0,codellama_13b
falcon180b-23926.c,1,falcon180b
codellama_13b-5226.c,1,codellama_13b
llama2-13B-11985.c,0,llama2
gemini_pro-30707.c,0,gemini_pro
falcon180b-13522.c,0,falcon180b
falcon2-11B-11217.c,0,falcon2
mistral_7b-8465.c,0,mistral_7b
falcon180b-31322.c,0,falcon180b
gpt4o_mini-24558.c,1,gpt4o_mini
llama2-13B-17502.c,0,llama2
gemma7b-5482.c,1,gemma7b
llama2-13B-17852.c,0,llama2
gpt4o_mini-39724.c,0,gpt4o_mini
codellama_13b-3833.c,1,codellama_13b
mistral_7b-8934.c,0,mistral_7b
gpt4o_mini-16220.c,1,gpt4o_mini
gemini_pro-18028.c,0,gemini_pro
falcon180b-63784.c,0,falcon180b
codellama_13b-5293.c,0,codellama_13b
codellama_13b-4667.c,0,codellama_13b
gemma7b-46772.c,1,gemma7b
llama2-13B-18783.c,0,llama2
codellama_13b-4176.c,1,codellama_13b
llama2-13B-3837.c,1,llama2
falcon180b-50600.c,1,falcon180b
gemini_pro-33579.c,0,gemini_pro
mistral_7b-4005.c,1,mistral_7b
mistral_7b-76.c,1,mistral_7b
gpt35-4691.c,1,gpt35
gemma7b-22375.c,0,gemma7b
falcon2-11B-6610.c,0,falcon2
codellama_13b-1907.c,1,codellama_13b
gemini_pro-790.c,0,gemini_pro
gpt4o_mini-31619.c,1,gpt4o_mini
falcon180b-55000.c,1,falcon180b
gemma7b-38095.c,1,gemma7b
gpt4o_mini-3738.c,0,gpt4o_mini
falcon2-11B-7580.c,1,falcon2
llama2-13B-502.c,0,llama2
gpt35-50047.c,0,gpt35
codellama_13b-6770.c,0,codellama_13b
gpt4o_mini-36789.c,1,gpt4o_mini
gpt35-29345.c,0,gpt35
gemini_pro-30402.c,1,gemini_pro
mistral_7b-4691.c,0,mistral_7b
falcon2-11B-5250.c,0,falcon2
falcon2-11B-11075.c,0,falcon2
gpt35-34961.c,0,gpt35
gemini_pro-14397.c,0,gemini_pro
gemini_pro-6489.c,0,gemini_pro
mistral_7b-5024.c,0,mistral_7b
codellama_13b-289.c,0,codellama_13b
llama2-13B-17033.c,0,llama2
gemma7b-42237.c,0,gemma7b
gpt4o_mini-12420.c,0,gpt4o_mini
falcon180b-7468.c,1,falcon180b
gemini_pro-14794.c,1,gemini_pro
gpt35-11730.c,1,gpt35
llama2-13B-16039.c,1,llama2
gpt4o_mini-8712.c,1,gpt4o_mini
gpt4o_mini-31723.c,1,gpt4o_mini
codellama_13b-9682.c,0,codellama_13b
gpt4o_mini-14127.c,1,gpt4o_mini
gpt35-28832.c,1,gpt35
gpt4o_mini-24798.c,1,gpt4o_mini
gemini_pro-16674.c,0,gemini_pro
gemini_pro-19440.c,0,gemini_pro
gemini_pro-30947.c,0,gemini_pro
gemini_pro-15657.c,0,gemini_pro
gemma7b-23317.c,0,gemma7b
codellama_13b-4451.c,0,codellama_13b
mistral_7b-2943.c,1,mistral_7b
falcon180b-63310.c,0,falcon180b
mistral_7b-6245.c,0,mistral_7b
falcon2-11B-8561.c,0,falcon2
gemini_pro-19994.c,0,gemini_pro
codellama_13b-7690.c,0,codellama_13b
falcon180b-21050.c,1,falcon180b
gpt35-29414.c,1,gpt35
falcon180b-70165.c,1,falcon180b
falcon2-11B-8276.c,1,falcon2
falcon2-11B-297.c,1,falcon2
gemma7b-22014.c,0,gemma7b
gpt35-4508.c,0,gpt35
gpt4o_mini-35303.c,1,gpt4o_mini
falcon2-11B-1550.c,1,falcon2
gemma7b-266.c,0,gemma7b
gemini_pro-27984.c,1,gemini_pro
falcon180b-65511.c,1,falcon180b
gpt4o_mini-12262.c,0,gpt4o_mini
llama2-13B-6356.c,1,llama2
llama2-13B-13141.c,0,llama2
codellama_13b-4371.c,0,codellama_13b
gpt35-72092.c,0,gpt35
gemini_pro-10658.c,1,gemini_pro
gemini_pro-23477.c,0,gemini_pro
falcon2-11B-1979.c,1,falcon2
mistral_7b-2665.c,1,mistral_7b
falcon2-11B-3836.c,0,falcon2
gpt35-61531.c,1,gpt35
llama2-13B-15946.c,0,llama2
llama2-13B-1625.c,1,llama2
llama2-13B-6354.c,0,llama2
mistral_7b-3560.c,0,mistral_7b
gemini_pro-13672.c,0,gemini_pro
llama2-13B-19066.c,1,llama2
gemma7b-4345.c,0,gemma7b
gemini_pro-34849.c,1,gemini_pro
codellama_13b-10160.c,0,codellama_13b
gpt35-40387.c,1,gpt35
mistral_7b-4562.c,1,mistral_7b
gpt4o_mini-8362.c,1,gpt4o_mini
codellama_13b-11562.c,0,codellama_13b
falcon2-11B-6128.c,1,falcon2
falcon2-11B-243.c,0,falcon2
codellama_13b-2549.c,0,codellama_13b
gpt35-11936.c,0,gpt35
falcon2-11B-10017.c,1,falcon2
llama2-13B-14553.c,0,llama2
gpt4o_mini-36517.c,1,gpt4o_mini
gpt35-3437.c,1,gpt35
gemma7b-18870.c,1,gemma7b
gpt4o_mini-11638.c,1,gpt4o_mini
mistral_7b-8126.c,1,mistral_7b
mistral_7b-7817.c,1,mistral_7b
gpt35-3675.c,0,gpt35
gpt4o_mini-26647.c,1,gpt4o_mini
codellama_13b-156.c,0,codellama_13b
gemma7b-28562.c,0,gemma7b
llama2-13B-17317.c,0,llama2
mistral_7b-7479.c,0,mistral_7b
falcon2-11B-20.c,1,falcon2
llama2-13B-11083.c,0,llama2
llama2-13B-18166.c,1,llama2
gemini_pro-22439.c,1,gemini_pro
falcon2-11B-4556.c,1,falcon2
falcon180b-62976.c,0,falcon180b
gemini_pro-33036.c,1,gemini_pro
gemini_pro-6052.c,1,gemini_pro
llama2-13B-15193.c,1,llama2
gpt4o_mini-25428.c,1,gpt4o_mini
gpt4o_mini-20441.c,1,gpt4o_mini
codellama_13b-11774.c,0,codellama_13b
codellama_13b-3670.c,1,codellama_13b
mistral_7b-5859.c,1,mistral_7b
gpt4o_mini-31359.c,1,gpt4o_mini
gemma7b-41907.c,0,gemma7b
gemma7b-5456.c,0,gemma7b
gemma7b-3479.c,0,gemma7b
falcon180b-37354.c,1,falcon180b
mistral_7b-7281.c,1,mistral_7b
gpt4o_mini-39195.c,0,gpt4o_mini
falcon2-11B-3593.c,0,falcon2
gemini_pro-25989.c,1,gemini_pro
falcon2-11B-6625.c,0,falcon2
mistral_7b-7264.c,0,mistral_7b
gpt4o_mini-39537.c,0,gpt4o_mini
gemma7b-30342.c,1,gemma7b
mistral_7b-3686.c,0,mistral_7b
gemma7b-23777.c,0,gemma7b
mistral_7b-4057.c,0,mistral_7b
llama2-13B-14924.c,0,llama2
gpt4o_mini-17.c,1,gpt4o_mini
mistral_7b-6551.c,1,mistral_7b
gpt35-67138.c,1,gpt35
llama2-13B-5869.c,0,llama2
gemma7b-732.c,1,gemma7b
falcon180b-67997.c,0,falcon180b
llama2-13B-18979.c,1,llama2
gpt35-57770.c,0,gpt35
gpt4o_mini-19149.c,0,gpt4o_mini
codellama_13b-3005.c,1,codellama_13b
gemini_pro-16326.c,0,gemini_pro
gemini_pro-39323.c,1,gemini_pro
gpt4o_mini-35131.c,0,gpt4o_mini
mistral_7b-1312.c,0,mistral_7b
gemma7b-18720.c,1,gemma7b
gpt35-29710.c,0,gpt35
llama2-13B-19724.c,1,llama2
gpt35-58223.c,0,gpt35
falcon180b-54541.c,1,falcon180b
falcon2-11B-8054.c,1,falcon2
codellama_13b-1004.c,1,codellama_13b
mistral_7b-212.c,1,mistral_7b
codellama_13b-9228.c,1,codellama_13b
gpt4o_mini-14067.c,1,gpt4o_mini
gemma7b-38826.c,0,gemma7b
gpt35-22635.c,1,gpt35
llama2-13B-6142.c,1,llama2
gemini_pro-34967.c,1,gemini_pro
falcon2-11B-3865.c,0,falcon2
gemini_pro-6897.c,1,gemini_pro
gpt4o_mini-1076.c,0,gpt4o_mini
llama2-13B-18841.c,1,llama2
gpt4o_mini-27912.c,1,gpt4o_mini
llama2-13B-15369.c,1,llama2
codellama_13b-1171.c,1,codellama_13b
falcon2-11B-6328.c,0,falcon2
gpt4o_mini-24466.c,0,gpt4o_mini
gpt35-59503.c,1,gpt35
gemini_pro-23997.c,0,gemini_pro
mistral_7b-7675.c,1,mistral_7b
falcon2-11B-5085.c,0,falcon2
mistral_7b-4981.c,0,mistral_7b
gemini_pro-36701.c,0,gemini_pro
falcon180b-54508.c,1,falcon180b
mistral_7b-8077.c,1,mistral_7b
mistral_7b-7607.c,0,mistral_7b
falcon2-11B-5906.c,1,falcon2
gpt35-15585.c,1,gpt35
falcon2-11B-436.c,1,falcon2
gemini_pro-35404.c,1,gemini_pro
gpt35-8157.c,1,gpt35
falcon180b-30765.c,1,falcon180b
gemini_pro-24931.c,1,gemini_pro
gemma7b-30669.c,0,gemma7b
falcon2-11B-3794.c,1,falcon2
gpt35-50718.c,1,gpt35
gpt4o_mini-11891.c,1,gpt4o_mini
gpt35-9497.c,0,gpt35
gpt4o_mini-17936.c,1,gpt4o_mini
falcon2-11B-1427.c,0,falcon2
mistral_7b-2103.c,0,mistral_7b
falcon2-11B-7919.c,0,falcon2
gemma7b-27959.c,0,gemma7b
gpt35-51846.c,0,gpt35
falcon180b-44696.c,1,falcon180b
gpt35-24694.c,0,gpt35
falcon180b-50837.c,1,falcon180b
falcon2-11B-2772.c,1,falcon2
gpt4o_mini-12581.c,0,gpt4o_mini
gemini_pro-9665.c,0,gemini_pro
mistral_7b-9741.c,1,mistral_7b
llama2-13B-15095.c,0,llama2
gpt4o_mini-32401.c,1,gpt4o_mini
gpt4o_mini-16994.c,1,gpt4o_mini
falcon2-11B-9069.c,1,falcon2
codellama_13b-3037.c,0,codellama_13b
gpt35-54959.c,0,gpt35
falcon2-11B-6737.c,1,falcon2
gemini_pro-5199.c,0,gemini_pro
gemini_pro-27811.c,0,gemini_pro
mistral_7b-179.c,1,mistral_7b
gemma7b-30198.c,1,gemma7b
gpt35-9724.c,0,gpt35
gemma7b-41581.c,0,gemma7b
falcon180b-48249.c,1,falcon180b
mistral_7b-7903.c,1,mistral_7b
falcon2-11B-10447.c,0,falcon2
gpt4o_mini-12067.c,1,gpt4o_mini
llama2-13B-13363.c,0,llama2
falcon2-11B-2117.c,1,falcon2
codellama_13b-10341.c,0,codellama_13b
gemma7b-12831.c,1,gemma7b
gpt4o_mini-36638.c,0,gpt4o_mini
falcon2-11B-2237.c,1,falcon2
codellama_13b-11604.c,0,codellama_13b
gpt35-62953.c,0,gpt35
gemma7b-27983.c,0,gemma7b
mistral_7b-9432.c,0,mistral_7b
gemini_pro-443.c,0,gemini_pro
gpt4o_mini-23925.c,0,gpt4o_mini
gpt4o_mini-18217.c,0,gpt4o_mini
mistral_7b-7422.c,0,mistral_7b
gpt35-31160.c,1,gpt35
gpt4o_mini-6417.c,1,gpt4o_mini
gemma7b-29009.c,1,gemma7b
falcon180b-68595.c,1,falcon180b
codellama_13b-4344.c,1,codellama_13b
codellama_13b-2928.c,1,codellama_13b
mistral_7b-3120.c,1,mistral_7b
gpt35-27922.c,0,gpt35
codellama_13b-10207.c,0,codellama_13b
mistral_7b-2412.c,1,mistral_7b
gemma7b-19019.c,1,gemma7b
llama2-13B-6472.c,0,llama2
gpt35-60382.c,1,gpt35
llama2-13B-15324.c,1,llama2
falcon180b-9385.c,0,falcon180b
falcon180b-64161.c,1,falcon180b
llama2-13B-8332.c,1,llama2
gpt35-4961.c,1,gpt35
mistral_7b-6440.c,0,mistral_7b
gemini_pro-15822.c,0,gemini_pro
gpt35-73575.c,0,gpt35
gemma7b-3418.c,0,gemma7b
falcon180b-14948.c,0,falcon180b
falcon2-11B-5697.c,0,falcon2
gemini_pro-7363.c,0,gemini_pro
falcon2-11B-711.c,1,falcon2
mistral_7b-8845.c,0,mistral_7b
falcon2-11B-11079.c,1,falcon2
codellama_13b-1156.c,0,codellama_13b
gemini_pro-29865.c,0,gemini_pro
gpt35-17598.c,1,gpt35
falcon180b-63078.c,0,falcon180b
gpt35-19170.c,0,gpt35
llama2-13B-1567.c,1,llama2
gpt35-59161.c,1,gpt35
mistral_7b-711.c,1,mistral_7b
llama2-13B-14782.c,1,llama2
gpt4o_mini-37060.c,0,gpt4o_mini
llama2-13B-8704.c,0,llama2
llama2-13B-10.c,0,llama2
gemini_pro-13035.c,0,gemini_pro
falcon2-11B-11243.c,0,falcon2
gpt35-4636.c,0,gpt35
gemma7b-34816.c,1,gemma7b
gpt35-2516.c,1,gpt35
falcon2-11B-11423.c,1,falcon2
gpt35-52537.c,1,gpt35
gemini_pro-14104.c,0,gemini_pro
mistral_7b-2612.c,0,mistral_7b
llama2-13B-15555.c,1,llama2
llama2-13B-10668.c,0,llama2
falcon180b-29451.c,1,falcon180b
gpt35-17849.c,0,gpt35
gpt4o_mini-16742.c,0,gpt4o_mini
gpt35-73838.c,0,gpt35
falcon180b-58248.c,1,falcon180b
falcon180b-38773.c,1,falcon180b
gpt35-30226.c,1,gpt35
falcon2-11B-3881.c,1,falcon2
gemma7b-44028.c,0,gemma7b
llama2-13B-14729.c,1,llama2
gpt4o_mini-7395.c,0,gpt4o_mini
falcon180b-63636.c,0,falcon180b
falcon180b-24304.c,1,falcon180b
codellama_13b-4259.c,0,codellama_13b
mistral_7b-7373.c,0,mistral_7b
llama2-13B-11505.c,0,llama2
codellama_13b-4780.c,0,codellama_13b
mistral_7b-7646.c,0,mistral_7b
gemini_pro-10269.c,0,gemini_pro
gemma7b-20282.c,1,gemma7b
gemma7b-26861.c,1,gemma7b
gemini_pro-21807.c,0,gemini_pro
gpt4o_mini-34712.c,1,gpt4o_mini
gpt4o_mini-17127.c,1,gpt4o_mini
gemma7b-2186.c,1,gemma7b
codellama_13b-2737.c,0,codellama_13b
gemini_pro-37560.c,0,gemini_pro
falcon2-11B-8526.c,0,falcon2
falcon2-11B-11211.c,1,falcon2
gemma7b-8891.c,1,gemma7b
llama2-13B-321.c,1,llama2
falcon180b-47896.c,0,falcon180b
mistral_7b-8980.c,0,mistral_7b
llama2-13B-14420.c,1,llama2
gemini_pro-11459.c,0,gemini_pro
gemini_pro-23590.c,0,gemini_pro
gemma7b-38162.c,0,gemma7b
codellama_13b-1216.c,1,codellama_13b
falcon2-11B-9554.c,0,falcon2
falcon180b-64883.c,1,falcon180b
mistral_7b-8420.c,0,mistral_7b
llama2-13B-3126.c,1,llama2
gpt4o_mini-16983.c,0,gpt4o_mini
llama2-13B-6912.c,1,llama2
gpt35-73118.c,0,gpt35
codellama_13b-3794.c,0,codellama_13b
gpt4o_mini-2822.c,0,gpt4o_mini
llama2-13B-16003.c,0,llama2
codellama_13b-2088.c,1,codellama_13b
falcon2-11B-6324.c,1,falcon2
mistral_7b-8351.c,1,mistral_7b
gpt4o_mini-38564.c,1,gpt4o_mini
mistral_7b-4129.c,0,mistral_7b
llama2-13B-11687.c,1,llama2
gemini_pro-13127.c,1,gemini_pro
codellama_13b-7569.c,0,codellama_13b
gemma7b-24804.c,0,gemma7b
codellama_13b-2698.c,1,codellama_13b
llama2-13B-1990.c,1,llama2
falcon2-11B-5666.c,1,falcon2
falcon2-11B-4352.c,1,falcon2
gpt35-27660.c,1,gpt35
gemini_pro-31206.c,0,gemini_pro
mistral_7b-6328.c,0,mistral_7b
gemini_pro-38992.c,1,gemini_pro
mistral_7b-4246.c,1,mistral_7b
falcon180b-47224.c,1,falcon180b
gemma7b-45865.c,0,gemma7b
mistral_7b-2121.c,0,mistral_7b
gemini_pro-35333.c,0,gemini_pro
codellama_13b-1415.c,1,codellama_13b
gemma7b-15506.c,0,gemma7b
codellama_13b-7843.c,1,codellama_13b
llama2-13B-6796.c,0,llama2
gpt35-38510.c,1,gpt35
mistral_7b-186.c,0,mistral_7b
gemini_pro-6777.c,1,gemini_pro
falcon2-11B-8804.c,1,falcon2
falcon2-11B-7991.c,0,falcon2
gemini_pro-31404.c,1,gemini_pro
gpt35-62939.c,1,gpt35
codellama_13b-6828.c,0,codellama_13b
llama2-13B-8022.c,0,llama2
llama2-13B-11575.c,1,llama2
mistral_7b-6128.c,1,mistral_7b
gemini_pro-25708.c,1,gemini_pro
mistral_7b-6678.c,0,mistral_7b
gemma7b-27036.c,1,gemma7b
falcon180b-40712.c,1,falcon180b
falcon2-11B-8964.c,1,falcon2
falcon2-11B-4207.c,0,falcon2
gpt35-27785.c,0,gpt35
mistral_7b-8561.c,1,mistral_7b
gemini_pro-21522.c,0,gemini_pro
gemini_pro-16955.c,0,gemini_pro
gpt35-58497.c,1,gpt35
llama2-13B-12618.c,1,llama2
mistral_7b-111.c,0,mistral_7b
gpt35-70699.c,1,gpt35
mistral_7b-7106.c,0,mistral_7b
gemini_pro-31031.c,0,gemini_pro
llama2-13B-626.c,0,llama2
falcon2-11B-8871.c,1,falcon2
mistral_7b-9187.c,1,mistral_7b
gemini_pro-15329.c,1,gemini_pro
gemini_pro-31712.c,1,gemini_pro
falcon2-11B-11791.c,0,falcon2
gpt4o_mini-9109.c,0,gpt4o_mini
falcon180b-27146.c,0,falcon180b
codellama_13b-5925.c,1,codellama_13b
gemini_pro-20014.c,1,gemini_pro
mistral_7b-4902.c,1,mistral_7b
mistral_7b-9068.c,1,mistral_7b
gpt4o_mini-38628.c,1,gpt4o_mini
gemini_pro-10831.c,0,gemini_pro
llama2-13B-11501.c,1,llama2
llama2-13B-10453.c,0,llama2
gpt35-67010.c,1,gpt35
gpt4o_mini-26338.c,1,gpt4o_mini
codellama_13b-9120.c,1,codellama_13b
gpt4o_mini-24396.c,0,gpt4o_mini
gpt4o_mini-3432.c,1,gpt4o_mini
gemini_pro-8682.c,0,gemini_pro
falcon180b-62582.c,1,falcon180b
llama2-13B-6475.c,1,llama2
mistral_7b-7315.c,1,mistral_7b
mistral_7b-3112.c,0,mistral_7b
gemma7b-8926.c,0,gemma7b
llama2-13B-15016.c,1,llama2
falcon180b-19988.c,1,falcon180b
llama2-13B-15457.c,1,llama2
falcon180b-1001.c,1,falcon180b
falcon180b-64154.c,1,falcon180b
gemini_pro-14525.c,1,gemini_pro
gpt4o_mini-32131.c,0,gpt4o_mini
falcon180b-41146.c,0,falcon180b
gpt35-22991.c,1,gpt35
falcon2-11B-4448.c,1,falcon2
gpt4o_mini-39358.c,1,gpt4o_mini
codellama_13b-8114.c,0,codellama_13b
gemma7b-12742.c,1,gemma7b
falcon180b-31155.c,0,falcon180b
gpt4o_mini-32528.c,1,gpt4o_mini
mistral_7b-7406.c,0,mistral_7b
falcon2-11B-2902.c,1,falcon2
codellama_13b-2687.c,1,codellama_13b
gemma7b-24437.c,1,gemma7b
gpt35-55045.c,0,gpt35
mistral_7b-6302.c,1,mistral_7b
falcon180b-44628.c,1,falcon180b
llama2-13B-11889.c,0,llama2
gpt4o_mini-23855.c,1,gpt4o_mini
falcon180b-71586.c,1,falcon180b
falcon180b-12952.c,0,falcon180b
falcon180b-50040.c,1,falcon180b
falcon2-11B-2777.c,0,falcon2
falcon2-11B-2131.c,1,falcon2
falcon180b-55255.c,1,falcon180b
falcon180b-3554.c,1,falcon180b
llama2-13B-18815.c,0,llama2
gemini_pro-33520.c,1,gemini_pro
mistral_7b-2977.c,1,mistral_7b
falcon2-11B-11293.c,1,falcon2
gemini_pro-34866.c,1,gemini_pro
gemma7b-17441.c,0,gemma7b
falcon180b-70220.c,1,falcon180b
gemma7b-16688.c,1,gemma7b
codellama_13b-6518.c,0,codellama_13b
falcon2-11B-268.c,1,falcon2
gpt4o_mini-23696.c,0,gpt4o_mini
gpt35-60627.c,1,gpt35
gemini_pro-31046.c,1,gemini_pro
gpt35-42498.c,0,gpt35
llama2-13B-8014.c,1,llama2
mistral_7b-7626.c,1,mistral_7b
gemma7b-5061.c,1,gemma7b
mistral_7b-2666.c,1,mistral_7b
gpt4o_mini-25597.c,1,gpt4o_mini
gpt4o_mini-6865.c,0,gpt4o_mini
falcon180b-60271.c,0,falcon180b
mistral_7b-5013.c,0,mistral_7b
falcon180b-44599.c,0,falcon180b
gpt35-68767.c,0,gpt35
codellama_13b-1472.c,1,codellama_13b
falcon2-11B-8817.c,0,falcon2
gpt4o_mini-35276.c,0,gpt4o_mini
gpt35-58068.c,0,gpt35
gpt4o_mini-24655.c,1,gpt4o_mini
gemma7b-18078.c,1,gemma7b
falcon2-11B-5205.c,1,falcon2
llama2-13B-7886.c,0,llama2
gpt35-23354.c,0,gpt35
gpt35-54972.c,0,gpt35
gpt4o_mini-26562.c,0,gpt4o_mini
gpt35-75448.c,0,gpt35
falcon180b-31385.c,0,falcon180b
gemma7b-42897.c,0,gemma7b
gemma7b-25176.c,0,gemma7b
gemini_pro-23683.c,0,gemini_pro
gpt35-37621.c,0,gpt35
gpt4o_mini-27893.c,1,gpt4o_mini
gemini_pro-5541.c,0,gemini_pro
mistral_7b-7166.c,0,mistral_7b
gemma7b-6203.c,1,gemma7b
codellama_13b-5006.c,0,codellama_13b
mistral_7b-7189.c,0,mistral_7b
gemini_pro-2831.c,0,gemini_pro
gemini_pro-16816.c,1,gemini_pro
gpt35-21495.c,1,gpt35
gemma7b-27778.c,1,gemma7b
gemini_pro-34739.c,0,gemini_pro
gpt4o_mini-3463.c,1,gpt4o_mini
gemini_pro-2600.c,1,gemini_pro
gemma7b-44672.c,1,gemma7b
falcon180b-52959.c,1,falcon180b
gpt35-55935.c,1,gpt35
codellama_13b-9469.c,0,codellama_13b
gpt4o_mini-8073.c,1,gpt4o_mini
gemini_pro-17478.c,0,gemini_pro
gpt35-25140.c,0,gpt35
falcon2-11B-3290.c,0,falcon2
mistral_7b-7605.c,1,mistral_7b
falcon2-11B-6860.c,0,falcon2
codellama_13b-303.c,1,codellama_13b
falcon180b-36920.c,1,falcon180b
codellama_13b-8637.c,1,codellama_13b
gpt35-7542.c,0,gpt35
gemma7b-18557.c,0,gemma7b
gpt35-11427.c,0,gpt35
mistral_7b-9848.c,0,mistral_7b
llama2-13B-16955.c,1,llama2
gpt4o_mini-31551.c,1,gpt4o_mini
falcon2-11B-3296.c,0,falcon2
gpt4o_mini-32522.c,0,gpt4o_mini
mistral_7b-7150.c,0,mistral_7b
mistral_7b-5135.c,1,mistral_7b
mistral_7b-164.c,0,mistral_7b
codellama_13b-95.c,1,codellama_13b
falcon2-11B-7344.c,0,falcon2
gpt35-15412.c,0,gpt35
mistral_7b-7442.c,0,mistral_7b
codellama_13b-8714.c,1,codellama_13b
mistral_7b-8272.c,1,mistral_7b
gemini_pro-32820.c,0,gemini_pro
gpt35-60825.c,1,gpt35
falcon2-11B-184.c,0,falcon2
mistral_7b-2500.c,0,mistral_7b
falcon2-11B-6440.c,1,falcon2
falcon180b-71584.c,1,falcon180b
mistral_7b-7910.c,1,mistral_7b
falcon180b-32162.c,0,falcon180b
gemma7b-25724.c,1,gemma7b
gpt4o_mini-37795.c,1,gpt4o_mini
gpt35-51150.c,0,gpt35
gemma7b-678.c,1,gemma7b
gemma7b-43553.c,0,gemma7b
gemma7b-27353.c,0,gemma7b
gemini_pro-28698.c,1,gemini_pro
gpt35-13600.c,1,gpt35
gemini_pro-8823.c,0,gemini_pro
codellama_13b-8937.c,1,codellama_13b
mistral_7b-9046.c,0,mistral_7b
gpt35-65652.c,0,gpt35
falcon180b-33573.c,0,falcon180b
mistral_7b-6973.c,0,mistral_7b
gpt4o_mini-38528.c,0,gpt4o_mini
gemma7b-33839.c,1,gemma7b
codellama_13b-8890.c,0,codellama_13b
gpt4o_mini-16103.c,1,gpt4o_mini
llama2-13B-19205.c,1,llama2
codellama_13b-2081.c,0,codellama_13b
gpt4o_mini-29173.c,1,gpt4o_mini
falcon180b-12037.c,0,falcon180b
falcon180b-38849.c,0,falcon180b
mistral_7b-2211.c,1,mistral_7b
mistral_7b-5295.c,0,mistral_7b
llama2-13B-17607.c,0,llama2
gpt35-77809.c,1,gpt35
gpt35-58004.c,1,gpt35
mistral_7b-5501.c,1,mistral_7b
gemini_pro-19800.c,0,gemini_pro
mistral_7b-894.c,1,mistral_7b
gpt4o_mini-9516.c,0,gpt4o_mini
